type,name,latitude,longitude,country,region,sub_region,description,forecast,telegram_link
Surf Spot,Trolley's,-43.50263962,172.7317661,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-43.50263962,172.7317661,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-43.50263962,172.7317661,15""}]",
Surf Spot,Los Botes,-34.66241383,-54.17576194,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-34.66241383,-54.17576194,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-34.66241383,-54.17576194,15""}]",
Surf Spot,El Burro,28.68703001,-13.83000612,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@28.68703001,-13.83000612,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,28.68703001,-13.83000612,15""}]",
Surf Spot,Midigama Right,5.96357684,80.38374424,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@5.96357684,80.38374424,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,5.96357684,80.38374424,15""}]",
Surf Spot,outer,-34.47795037,150.9159708,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-34.47795037,150.9159708,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-34.47795037,150.9159708,15""}]",
Surf Spot,Victoria bay,-34.0078021,22.55002856,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-34.0078021,22.55002856,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-34.0078021,22.55002856,15""}]",
Surf Spot,La Ocho,18.46880221,-66.09211922,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@18.46880221,-66.09211922,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,18.46880221,-66.09211922,15""}]",
Surf Spot,Voulisma,35.12519326,25.74311692,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@35.12519326,25.74311692,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,35.12519326,25.74311692,15""}]",
Surf Spot,Voelklip,-34.41268082,19.2790103,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-34.41268082,19.2790103,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-34.41268082,19.2790103,15""}]",
Surf Spot,Nida,55.30701712,20.97666621,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@55.30701712,20.97666621,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,55.30701712,20.97666621,15""}]",
Surf Spot,Yzerfontein,-33.34607061,18.14676404,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-33.34607061,18.14676404,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-33.34607061,18.14676404,15""}]",
Surf Spot,Boca del Abajo,29.120824,-13.660126,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@29.120824,-13.660126,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,29.120824,-13.660126,15""}]",
Surf Spot,Praia do amado,37.16664353,-8.90446186,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@37.16664353,-8.90446186,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,37.16664353,-8.90446186,15""}]",
Surf Spot,Arawahata Road ,-39.41975118,173.80169392,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-39.41975118,173.80169392,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-39.41975118,173.80169392,15""}]",
Surf Spot,Deba,43.30369474,-2.35313416,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@43.30369474,-2.35313416,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,43.30369474,-2.35313416,15""}]",
Surf Spot,La t̬ne,47.00035182,7.01632485,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@47.00035182,7.01632485,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,47.00035182,7.01632485,15""}]",
Surf Spot,Kingston,-29.0594709,167.95576572,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-29.0594709,167.95576572,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-29.0594709,167.95576572,15""}]",
Surf Spot,The farm,-34.60414183,150.86837769,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-34.60414183,150.86837769,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-34.60414183,150.86837769,15""}]",
Surf Spot,Cap de la Chevre,48.16894768,-4.55638647,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@48.16894768,-4.55638647,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,48.16894768,-4.55638647,15""}]",
Surf Spot,Hunchies Hunchies bay,-32.53411465,115.69004774,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-32.53411465,115.69004774,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-32.53411465,115.69004774,15""}]",
Surf Spot,Sandspit,34.40496224,-119.6882987,US,CA,Santa Barbara,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@34.40496224,-119.6882987,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,34.40496224,-119.6882987,15""}]",
Surf Spot,Agia Fotia,35.19605901,26.15085393,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@35.19605901,26.15085393,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,35.19605901,26.15085393,15""}]",
Surf Spot,Boranup Beach,-34.16579525,115.02822876,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-34.16579525,115.02822876,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-34.16579525,115.02822876,15""}]",
Surf Spot,Shichirigahama,35.30479414,139.51173306,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@35.30479414,139.51173306,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,35.30479414,139.51173306,15""}]",
Surf Spot,The Hut - Paradise Cove,34.01794931,-118.78632545,US,CA,East Malibu Region,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@34.01794931,-118.78632545,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,34.01794931,-118.78632545,15""}]",
Surf Spot,Caletta,28.75050358,-13.93227339,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@28.75050358,-13.93227339,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,28.75050358,-13.93227339,15""}]",
Surf Spot,Santa Maria's,36.9599828,-121.98731661,US,CA,Santa Cruz,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@36.9599828,-121.98731661,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,36.9599828,-121.98731661,15""}]",
Surf Spot,Molhe Leste,39.34929921,-9.36794758,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@39.34929921,-9.36794758,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,39.34929921,-9.36794758,15""}]",
Surf Spot,Voidokoilia,36.96326617,21.65877342,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@36.96326617,21.65877342,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,36.96326617,21.65877342,15""}]",
Surf Spot,Serena,8.54809027,-79.86803055,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@8.54809027,-79.86803055,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,8.54809027,-79.86803055,15""}]",
Surf Spot,Passo de Torres,-29.32415892,-49.71241593,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-29.32415892,-49.71241593,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-29.32415892,-49.71241593,15""}]",
Surf Spot,Hoko river  Kydaka,48.2567985,-124.24781799,US,OR,Olympic Coast,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@48.2567985,-124.24781799,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,48.2567985,-124.24781799,15""}]",
Surf Spot,Playa Delphine,21.09539116,-86.76418304,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@21.09539116,-86.76418304,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,21.09539116,-86.76418304,15""}]",
Surf Spot,Ostional,10.03968307,-85.74554443,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@10.03968307,-85.74554443,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,10.03968307,-85.74554443,15""}]",
Surf Spot,Imperial Beach,32.57842506,-117.13425636,US,CA,Southern San Diego,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@32.57842506,-117.13425636,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,32.57842506,-117.13425636,15""}]",
Surf Spot,Praia da Barra,40.64476373,-8.76262665,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@40.64476373,-8.76262665,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,40.64476373,-8.76262665,15""}]",
Surf Spot,Rucos,23.44202586,-106.58158779,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@23.44202586,-106.58158779,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,23.44202586,-106.58158779,15""}]",
Surf Spot,Vinanibe Lake,-25.05325697,46.99951172,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-25.05325697,46.99951172,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-25.05325697,46.99951172,15""}]",
Surf Spot,Boneyards,51.13175398,-4.24175262,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@51.13175398,-4.24175262,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,51.13175398,-4.24175262,15""}]",
Surf Spot,Forestry,-36.17411907,174.65643883,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-36.17411907,174.65643883,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-36.17411907,174.65643883,15""}]",
Surf Spot,Paulilles,42.50567667,3.12358629,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@42.50567667,3.12358629,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,42.50567667,3.12358629,15""}]",
Surf Spot,Bananier,15.9996619,-61.60213888,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@15.9996619,-61.60213888,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,15.9996619,-61.60213888,15""}]",
Surf Spot,Watermans,-31.84796134,115.75173855,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-31.84796134,115.75173855,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-31.84796134,115.75173855,15""}]",
Surf Spot,Belham Valley Rivermouth,16.74142755,-62.23306417,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@16.74142755,-62.23306417,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,16.74142755,-62.23306417,15""}]",
Surf Spot,Takahama,32.38083612,129.99426842,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@32.38083612,129.99426842,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,32.38083612,129.99426842,15""}]",
Surf Spot,Juan Grande,27.79440159,-15.47078848,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@27.79440159,-15.47078848,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,27.79440159,-15.47078848,15""}]",
Surf Spot,Ruggles,41.46801519,-71.29622698,US,Rhode Island,Rhode Island,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@41.46801519,-71.29622698,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,41.46801519,-71.29622698,15""}]",
Surf Spot,Mornington Mills & Mothers Beach,-38.21319848,145.03922939,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-38.21319848,145.03922939,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-38.21319848,145.03922939,15""}]",
Surf Spot,Fitii,-16.72359089,-151.04956627,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-16.72359089,-151.04956627,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-16.72359089,-151.04956627,15""}]",
Surf Spot,Palplanche,-0.62208786,8.7156719,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-0.62208786,8.7156719,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-0.62208786,8.7156719,15""}]",
Surf Spot,south cott,-32.00662855,115.74977551,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-32.00662855,115.74977551,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-32.00662855,115.74977551,15""}]",
Surf Spot,Coolum Beach,-26.52572552,153.09336662,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-26.52572552,153.09336662,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-26.52572552,153.09336662,15""}]",
Surf Spot,Senggigi,-8.50293291,116.04480743,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-8.50293291,116.04480743,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-8.50293291,116.04480743,15""}]",
Surf Spot,Moolack,44.69989766,-124.06486988,US,CA,Newport and Lincoln City,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@44.69989766,-124.06486988,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,44.69989766,-124.06486988,15""}]",
Surf Spot,coogee beach (miracles),-32.11196807,115.7625103,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-32.11196807,115.7625103,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-32.11196807,115.7625103,15""}]",
Surf Spot,Stoney Point,46.97603601,-91.74339294,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@46.97603601,-91.74339294,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,46.97603601,-91.74339294,15""}]",
Surf Spot,San Pancho,20.90076339,-105.4171443,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@20.90076339,-105.4171443,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,20.90076339,-105.4171443,15""}]",
Surf Spot,Hideaway,-18.20126439,177.64862537,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-18.20126439,177.64862537,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-18.20126439,177.64862537,15""}]",
Surf Spot,L.B.I - 82st,39.60791997,-74.20257211,US,New Jersey,Ocean County,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@39.60791997,-74.20257211,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,39.60791997,-74.20257211,15""}]",https://t.me/+7_Q0uvoDd5E5ODI5
Surf Spot,"Qingshan Wan, Fujian",24.89173091,118.87361526,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@24.89173091,118.87361526,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,24.89173091,118.87361526,15""}]",
Surf Spot,Beauregard,34.02652147,-77.89409637,US,North Carolina,Wilmington,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@34.02652147,-77.89409637,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,34.02652147,-77.89409637,15""}]",
Surf Spot,Green Meadows,-39.50132542,173.89863968,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-39.50132542,173.89863968,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-39.50132542,173.89863968,15""}]",
Surf Spot,Dixcove,4.78996777,-1.94589415,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@4.78996777,-1.94589415,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,4.78996777,-1.94589415,15""}]",
Surf Spot,Blowies,-35.5615745,150.38732886,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-35.5615745,150.38732886,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-35.5615745,150.38732886,15""}]",
Surf Spot,Honkey's,4.31279212,73.58379185,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@4.31279212,73.58379185,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,4.31279212,73.58379185,15""}]",
Surf Spot,Mauro,-20.22666393,-70.15064478,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-20.22666393,-70.15064478,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-20.22666393,-70.15064478,15""}]",
Surf Spot,T Street,33.41524257,-117.61851043,US,CA,San Clemente,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@33.41524257,-117.61851043,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,33.41524257,-117.61851043,15""}]",
Surf Spot,Haast Beach,-43.85111726,169.01607513,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-43.85111726,169.01607513,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-43.85111726,169.01607513,15""}]",
Surf Spot,The hub ,-38.65409316,145.55937409,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-38.65409316,145.55937409,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-38.65409316,145.55937409,15""}]",
Surf Spot,Holly Beach,29.77050542,-93.46180916,US,Texas,Texas Gulf,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@29.77050542,-93.46180916,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,29.77050542,-93.46180916,15""}]",
Surf Spot,Jaco Beach,9.59854958,-84.62159157,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@9.59854958,-84.62159157,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,9.59854958,-84.62159157,15""}]",
Surf Spot,Petite Soeur,-5.37770491,71.75553942,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-5.37770491,71.75553942,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-5.37770491,71.75553942,15""}]",
Surf Spot,Osaki,35.29179966,139.55741644,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@35.29179966,139.55741644,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,35.29179966,139.55741644,15""}]",
Surf Spot,Noosa Main Beach,-26.37049367,153.07594299,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-26.37049367,153.07594299,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-26.37049367,153.07594299,15""}]",
Surf Spot,Upper Trestles,33.38556275,-117.59438127,US,CA,San Clemente,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@33.38556275,-117.59438127,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,33.38556275,-117.59438127,15""}]",
Surf Spot,Marina di Campo  ( Elba island ),42.74745338,10.24097443,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@42.74745338,10.24097443,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,42.74745338,10.24097443,15""}]",
Surf Spot,Blackmans Bay,-43.00168442,147.32580185,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-43.00168442,147.32580185,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-43.00168442,147.32580185,15""}]",
Surf Spot,Hongo Reef,11.392533,-86.03522301,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@11.392533,-86.03522301,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,11.392533,-86.03522301,15""}]",
Surf Spot,Leftovers,-34.16856489,24.8345089,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-34.16856489,24.8345089,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-34.16856489,24.8345089,15""}]",
Surf Spot,Soup Bowl,13.21437286,-59.52257931,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@13.21437286,-59.52257931,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,13.21437286,-59.52257931,15""}]",
Surf Spot,South Pacific,-33.44113765,151.44297659,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-33.44113765,151.44297659,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-33.44113765,151.44297659,15""}]",
Surf Spot,Sapinus,-17.6340021,-149.62057114,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-17.6340021,-149.62057114,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-17.6340021,-149.62057114,15""}]",
Surf Spot,Martim de Sa,-23.30404922,-44.5534873,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-23.30404922,-44.5534873,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-23.30404922,-44.5534873,15""}]",
Surf Spot,UAQ Beach,25.60480003,55.57890594,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@25.60480003,55.57890594,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,25.60480003,55.57890594,15""}]",
Surf Spot,Las Salinas,-32.99006008,-71.54879451,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-32.99006008,-71.54879451,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-32.99006008,-71.54879451,15""}]",
Surf Spot,Second Street,39.1814497,-74.67133641,US,New Jersey,Cape May County,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@39.1814497,-74.67133641,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,39.1814497,-74.67133641,15""}]",https://t.me/+eQRx48_cJx8xNTQx
Surf Spot,Les deux jumeaux,43.38133152,-1.75750673,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@43.38133152,-1.75750673,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,43.38133152,-1.75750673,15""}]",
Surf Spot,Isonoura,34.25888353,135.09458542,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@34.25888353,135.09458542,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,34.25888353,135.09458542,15""}]",
Surf Spot,Palms Wedge,-31.46966769,152.93586731,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-31.46966769,152.93586731,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-31.46966769,152.93586731,15""}]",
Surf Spot,Raversijde,51.21097002,2.86253929,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@51.21097002,2.86253929,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,51.21097002,2.86253929,15""}]",
Surf Spot,Punta Mala,-1.56528513,-80.84161449,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-1.56528513,-80.84161449,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-1.56528513,-80.84161449,15""}]",
Surf Spot,Clifford Kamph Memorial Park,41.96982895,-124.20661926,US,CA,Cresent City Region,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@41.96982895,-124.20661926,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,41.96982895,-124.20661926,15""}]",
Surf Spot,Gunnery,-38.48470257,145.02528191,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-38.48470257,145.02528191,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-38.48470257,145.02528191,15""}]",
Surf Spot,Hungry,30.65196081,131.05314016,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@30.65196081,131.05314016,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,30.65196081,131.05314016,15""}]",
Surf Spot,Rafts,-31.54694174,115.62046051,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-31.54694174,115.62046051,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-31.54694174,115.62046051,15""}]",
Surf Spot,Malabar,-33.96482978,151.25374138,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-33.96482978,151.25374138,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-33.96482978,151.25374138,15""}]",
Surf Spot,La Herradura,-12.18027778,-77.03777778,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-12.18027778,-77.03777778,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-12.18027778,-77.03777778,15""}]",
Surf Spot,Lucien,-30.85725291,30.38092017,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-30.85725291,30.38092017,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-30.85725291,30.38092017,15""}]",
Surf Spot,CcB,-23.0345768,-43.4887385,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@-23.0345768,-43.4887385,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,-23.0345768,-43.4887385,15""}]",
Surf Spot,Coronado,32.68403058,-117.19150543,US,CA,Southern San Diego,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@32.68403058,-117.19150543,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,32.68403058,-117.19150543,15""}]",
Surf Spot,point milou,17.91933025,-62.81540394,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@17.91933025,-62.81540394,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,17.91933025,-62.81540394,15""}]",
Surf Spot,Sosua,19.76670355,-70.51574707,,,,,"[{""name"":""Google Maps"",""url"":""https://www.google.com/maps/@19.76670355,-70.51574707,16z""},{""name"":""Windy"",""url"":""https://www.windy.com/-Waves-waves?waves,19.76670355,-70.51574707,15""}]",
